crse_id,crse_attr,crse_attr_lov_descr,crse_attr_value,crse_attr_value_lov_descr
022581,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022583,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022583,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022583,REG,Registration Considerations,C,Crosslisted in another department
022583,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022583,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022583,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022601,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022601,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022601,REG,Registration Considerations,C,Crosslisted in another department
022601,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022601,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022601,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022777,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022777,REG,Registration Considerations,C,Crosslisted in another department
022777,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022777,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022777,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022824,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022824,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022824,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022824,REG,Registration Considerations,C,Crosslisted in another department
022824,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022824,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022824,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
022872,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022872,REG,Registration Considerations,C,Crosslisted in another department
022872,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022872,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022918,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022918,REG,Registration Considerations,C,Crosslisted in another department
022918,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022918,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
022931,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022931,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022931,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022931,REG,Registration Considerations,C,Crosslisted in another department
022931,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
022931,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022931,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022932,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022932,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022932,REG,Registration Considerations,C,Crosslisted in another department
022932,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022932,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022932,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023282,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023282,REG,Registration Considerations,C,Crosslisted in another department
023282,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023282,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023321,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023321,REG,Registration Considerations,C,Crosslisted in another department
023321,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023321,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023321,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023334,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023334,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
023334,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023334,REG,Registration Considerations,C,Crosslisted in another department
023334,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023334,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
023334,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023334,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023437,REG,Registration Considerations,C,Crosslisted in another department
023554,REG,Registration Considerations,C,Crosslisted in another department
023563,REG,Registration Considerations,C,Crosslisted in another department
023563,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023563,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
023575,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023575,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023575,REG,Registration Considerations,C,Crosslisted in another department
023575,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023603,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023603,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
023603,REG,Registration Considerations,C,Crosslisted in another department
023603,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023603,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
023603,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023603,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023606,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023606,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
023606,REG,Registration Considerations,C,Crosslisted in another department
023606,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
023606,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
023634,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023634,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023634,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
023634,REG,Registration Considerations,C,Crosslisted in another department
023634,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023634,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023652,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023652,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
023652,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023652,REG,Registration Considerations,C,Crosslisted in another department
023652,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023652,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023880,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023880,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
023880,REG,Registration Considerations,C,Crosslisted in another department
023880,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023880,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023900,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023900,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
023900,REG,Registration Considerations,C,Crosslisted in another department
023900,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023900,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023910,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023910,REG,Registration Considerations,C,Crosslisted in another department
023910,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023910,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023929,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023929,REG,Registration Considerations,C,Crosslisted in another department
023929,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023929,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023931,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023931,REG,Registration Considerations,C,Crosslisted in another department
023931,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023931,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023940,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023940,REG,Registration Considerations,C,Crosslisted in another department
023940,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023940,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023940,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023943,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
023943,REG,Registration Considerations,C,Crosslisted in another department
023943,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023943,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023943,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024104,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024104,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024104,REG,Registration Considerations,C,Crosslisted in another department
024104,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024104,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024104,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024155,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024155,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
024155,REG,Registration Considerations,C,Crosslisted in another department
024155,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024157,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024157,REG,Registration Considerations,C,Crosslisted in another department
024157,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024176,REG,Registration Considerations,C,Crosslisted in another department
024200,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024200,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024200,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
024200,REG,Registration Considerations,C,Crosslisted in another department
024200,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024200,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024200,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024264,REG,Registration Considerations,C,Crosslisted in another department
024264,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024405,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
024405,REG,Registration Considerations,C,Crosslisted in another department
024405,REG,Registration Considerations,S,Summer Session Bulletin
024405,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
024405,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024653,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024653,REG,Registration Considerations,C,Crosslisted in another department
024653,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024653,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024679,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024679,REG,Registration Considerations,C,Crosslisted in another department
024679,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024679,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024679,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024708,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024708,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024708,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
024708,REG,Registration Considerations,C,Crosslisted in another department
024708,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024708,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024708,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024757,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024757,REG,Registration Considerations,C,Crosslisted in another department
024757,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024757,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024757,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024824,REG,Registration Considerations,C,Crosslisted in another department
024978,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024978,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
024978,REG,Registration Considerations,C,Crosslisted in another department
024978,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
024978,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025008,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025008,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025008,REG,Registration Considerations,C,Crosslisted in another department
025008,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025008,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025066,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025066,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
025066,REG,Registration Considerations,C,Crosslisted in another department
025066,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
025066,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025213,REG,Registration Considerations,C,Crosslisted in another department
025281,REG,Registration Considerations,C,Crosslisted in another department
025281,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025281,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025282,REG,Registration Considerations,C,Crosslisted in another department
025347,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025347,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
025347,REG,Registration Considerations,C,Crosslisted in another department
025347,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025347,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025347,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025403,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025403,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025403,REG,Registration Considerations,C,Crosslisted in another department
025403,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025403,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025403,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025560,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025560,REG,Registration Considerations,C,Crosslisted in another department
025560,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025560,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025562,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025562,REG,Registration Considerations,C,Crosslisted in another department
025562,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025562,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025579,REG,Registration Considerations,C,Crosslisted in another department
025594,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025594,REG,Registration Considerations,C,Crosslisted in another department
025594,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025594,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025594,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025602,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025602,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025602,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
025602,REG,Registration Considerations,C,Crosslisted in another department
025602,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025602,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025602,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025669,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025669,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
025669,REG,Registration Considerations,C,Crosslisted in another department
025669,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025676,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025676,REG,Registration Considerations,C,Crosslisted in another department
025676,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025676,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025679,REG,Registration Considerations,C,Crosslisted in another department
025681,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025681,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025681,REG,Registration Considerations,C,Crosslisted in another department
025681,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025681,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
